,date,brand,model,fuel,transmission_type,color,year,km*1000,price(Thousand)
1360,20-10-22,Skoda,Fantasia,Benzene,automatic,Black,2010,67,405
1361,20-10-22,Kia,Sportage,Benzene,automatic,Red,2020,50,950
1362,20-10-22,Daewoo,Lanos,Benzene,manual,Olive,2002,200,77
1363,20-10-22,Kia,Sportage,Benzene,automatic,Petroleum,2022,13,880
1364,20-10-22,Chevrolet,Optra,Benzene,automatic,Blue,2022,22,335
1365,20-10-22,Opel,Astra,Benzene,automatic,Gray,2014,129,290
1366,20-10-22,Toyota,Corolla,Benzene,automatic,White,2020,45,570
1367,20-10-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Cyan,2008,130,320
1368,20-10-22,Kia,Sportage,Benzene,automatic,Gold,2019,70,7500
1369,20-10-22,Skoda,Octavia A4,Benzene,manual,Blue,1999,0,120
1370,20-10-22,Kia,Sportage,Benzene,automatic,White,2021,100,0.001
1371,20-10-22,Nissan,Qashqai,Benzene,automatic,Gray,2017,135,495
1372,20-10-22,Geely,Pandino,Benzene,manual,White,2015,89,120
1373,20-10-22,Suzuki,Swift,Benzene,manual,Light grey,1994,0,65
1374,20-10-22,Lada,2105,Benzene,manual,White,1982,0,32
1375,20-10-22,Kia,Soul,Benzene,automatic,Red,2012,90,370
1376,20-10-22,Hyundai,Excel,Benzene,manual,Dark red,1999,140,55
1377,20-10-22,Chevrolet,Lanos,Benzene,manual,Light grey,2019,60,175
1378,20-10-22,Hyundai,Elantra HD,Benzene,automatic,Bronze,2017,130,335
1379,20-10-22,Subaru,Impreza,Benzene,automatic,Silver,2006,170,195
1380,20-10-22,Renault,Logan,Benzene,automatic,Black,2015,18,205
1381,20-10-22,Chevrolet,Lanos,Benzene,manual,Dark red,2016,160,158
1382,20-10-22,Mercedes,C 180,Benzene,automatic,White,2019,17,1380
1383,20-10-22,Opel,Insignia,Benzene,automatic,Dark red,2018,130,650
1384,20-10-22,Hyundai,Accent,Benzene,manual,Dark red,2006,188,85
1385,20-10-22,Speranza,Tiggo,Benzene,automatic,Gray,2017,84,255
1386,20-10-22,Nissan,Sentra,Benzene,automatic,Gray,2015,65,340
1387,20-10-22,Zotye,T600,Benzene,automatic,Black,2019,110,350
1388,20-10-22,MG,HS,Benzene,automatic,Black,2022,5,730
1389,20-10-22,Hyundai,Verna,Benzene,automatic,Silver,2007,67,157
1390,20-10-22,Suzuki,Maruti,Benzene,automatic,Red,1995,0,35
1391,20-10-22,Skoda,Felicia,Benzene,manual,Green,1996,240,45
1392,20-10-22,Chery,Tiggo 3,Benzene,automatic,Light grey,2022,15,410
1393,20-10-22,Speranza,Tiggo,Benzene,automatic,Black,2011,174,164
1394,20-10-22,Hyundai,Matrix,Benzene,automatic,Red,2009,245,215
1395,20-10-22,Peugeot,408,Benzene,manual,Gray,2012,133,200
1396,20-10-22,Kia,Rio,Benzene,automatic,Black,2014,140,320
1397,20-10-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Silver,2017,135.5,335
1398,20-10-22,Daihatsu,Kancil,Benzene,automatic,Bronze,1999,138,75
1399,20-10-22,Subaru,XV,Benzene,automatic,Black,2021,7.6,700
1400,20-10-22,Nissan,Sunny,Benzene,automatic,Red,2021,35,332
1401,20-10-22,Emgrand,EC 7,Benzene,manual,Light grey,2015,200,120
1402,20-10-22,Kia,Sportage,Benzene,automatic,Black,2016,78,625
1403,20-10-22,Byd,F3,Benzene,manual,Silver,2020,150,230
1404,20-10-22,MG,6,Benzene,automatic,White,2020,50,465
1405,20-10-22,BMW,320,Benzene,automatic,Black,2013,160,670
1406,20-10-22,Chery,Tiggo 7 pro,Benzene,automatic,Silver,2022,15,700
1407,20-10-22,Mitsubishi,Attrage,Benzene,automatic,Black,2015,83,200
1408,20-10-22,MG,5,Benzene,automatic,Blue,2022,29,425
1409,20-10-22,Toyota,Starlet,Benzene,manual,Dark green,1994,164,58
1410,20-10-22,Kia,Picanto,Benzene,automatic,Black,2010,117,190
1411,20-10-22,Nissan,Sunny,Benzene,automatic,Gold,2010,197,185
1412,20-10-22,Hyundai,IX 35,Benzene,automatic,Silver,2014,145,590
1413,20-10-22,Kia,Cerato,Benzene,automatic,Black,2006,176,215
1414,20-10-22,Soueast,Crystala,Benzene,automatic,Black,2015,60,160
1415,20-10-22,Fiat,127,Benzene,manual,Black,1984,0,15
1416,20-10-22,Kia,Sportage,Benzene,automatic,White,2020,58,660
1417,20-10-22,Skoda,Fantasia,Benzene,automatic,Black,2013,131,420
1418,20-10-22,Chevrolet,Optra,Benzene,automatic,White,2014,120,240
1419,20-10-22,Emgrand,EC 7,Benzene,manual,Silver,2015,110,110
1420,20-10-22,Volkswagen,Passat,Benzene,automatic,Gray,2009,362,270
1421,20-10-22,Kia,Cadenza,Benzene,automatic,Black,2012,170,398
1422,20-10-22,MG,5,Benzene,automatic,Champagne,2022,9,450
1423,20-10-22,Jac,S2,Benzene,automatic,Red,2017,96,200
1424,20-10-22,Mercedes,200,Benzene,manual,Silver,1984,200,65
1425,20-10-22,Toyota,Corolla,Benzene,automatic,Cyan,2013,138,339
1426,20-10-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Black,2016,77,430
1427,20-10-22,Nissan,Sunny,Benzene,automatic,Black,2015,159,180
1428,20-10-22,Hyundai,Elantra HD,Benzene,automatic,Dark red,2020,146,355
1429,20-10-22,Skoda,Fantasia,Benzene,automatic,Black,2013,156,400
1430,20-10-22,Kia,Carens,Benzene,automatic,Eggplant,2014,179,360
1431,20-10-22,Fiat,127,Benzene,manual,White,1984,0,16
1432,20-10-22,Fiat,128,Benzene,manual,Red,1980,0,20
1433,20-10-22,Hyundai,Elantra MD,Benzene,automatic,Red,2012,151,260
1434,20-10-22,Toyota,Corolla,Benzene,automatic,Dark red,2019,43,645
1435,20-10-22,Hyundai,Tucson,Benzene,automatic,Beige,2021,38,920
1436,20-10-22,Kia,Grand Cerato,Benzene,automatic,Red,2019,114,450
1437,20-10-22,Hyundai,Accent RB,Benzene,automatic,Silver,2012,330,220
1438,20-10-22,Mitsubishi,Lancer Puma,Benzene,automatic,Silver,2011,120,260
1439,20-10-22,Geely,Emgrand 7,Benzene,manual,Silver,2015,162,140
1440,20-10-22,Hyundai,Verna,Benzene,manual,Silver,2014,95,155
1441,20-10-22,Toyota,Corolla,Benzene,automatic,Black,2018,150,460
1442,20-10-22,Chevrolet,Lanos,Benzene,automatic,Gray,2013,170,140
1443,20-10-22,Senova,A1,Benzene,manual,Red,2018,160,140
1444,20-10-22,Kia,Shuma,Benzene,manual,Champagne,1999,200,80
1445,20-10-22,Nissan,Qashqai,Benzene,automatic,Dark red,2013,150,3380
1446,20-10-22,Kia,Rio,Benzene,automatic,Petroleum,2014,215,250
1447,20-10-22,Renault,Logan,Benzene,automatic,Light grey,2020,39,240
1448,20-10-22,MG,ZS,Benzene,automatic,Black,2021,97,490
1449,20-10-22,Kia,Soul,Benzene,automatic,Black,2010,176,280
1450,20-10-22,Hyundai,Elantra MD,Benzene,automatic,Beige,2015,53,400
1451,20-10-22,Chery,Tiggo 7,Benzene,automatic,Silver,2021,55,450
1452,20-10-22,Chery,Tiggo 4,Benzene,automatic,Black,2019,18,380
1453,20-10-22,Renault,Fluence,Benzene,automatic,Light grey,2010,150,212
1454,20-10-22,Daewoo,Nubira 1,Benzene,manual,Dark green,1998,112,85
1455,20-10-22,Jeep,Commander,Benzene,automatic,Gray,2008,360,460
1456,20-10-22,Emgrand,EC 7,Benzene,manual,Light grey,2017,140,137
1457,20-10-22,Fiat,131,Benzene,manual,Orange,1977,0,28
1458,20-10-22,Hyundai,Elantra MD,Benzene,automatic,Silver,2012,135,365
1459,20-10-22,Chery,Tiggo 7,Benzene,automatic,Black,2022,55,460
1460,20-10-22,Skoda,Octavia A5,Benzene,automatic,Black,2008,210,235
1461,20-10-22,MG,6,Benzene,,Red,2020,45,460
1462,20-10-22,Mercedes,200,Benzene,automatic,White,1975,0,30
1463,20-10-22,Peugeot,405,Benzene,manual,Black,1996,300,75
1464,20-10-22,Byd,F3,Benzene,automatic,Mocha,2018,136.359,185
1465,20-10-22,BMW,320,Benzene,automatic,Gray,2010,227,375
1466,20-10-22,Chevrolet,Aveo,Benzene,automatic,Gray,2014,67,190
1467,20-10-22,Lada,2110,Benzene,manual,Olive,2006,120,45
1468,20-10-22,Mitsubishi,Lancer Puma,Benzene,automatic,Black,2008,279,225
1469,20-10-22,Chevrolet,Spark,Benzene,manual,Silver,2010,125,105
1470,20-10-22,Kia,Sorento,Benzene,automatic,Light grey,2010,151,375
1471,20-10-22,Nissan,Sunny,Benzene,automatic,Bronze,2021,102,290
1472,20-10-22,Nissan,Sunny,Benzene,automatic,Gold,2012,177,225
1473,20-10-22,Hyundai,Tucson,Benzene,automatic,Gold,2017,96,705
1474,20-10-22,Canghe || Changhe,M50 || M 50,Benzene,manual,Dark red,2020,145,234
1475,20-10-22,Hyundai,Accent,Benzene,manual,Brown,2000,0,60
1476,20-10-22,Kia,Picanto,Benzene,automatic,Mocha,2014,69,245
1477,20-10-22,Kia,Sportage,Benzene,automatic,White,2022,5,1020
1478,20-10-22,Mercedes,B 160,Benzene,automatic,Black,2010,190,320
1479,20-10-22,Renault,Kadjar,Benzene,automatic,Silver,2018,140,495
1480,20-10-22,Zotye,T600,Benzene,automatic,Black,2019,65,315
1481,20-10-22,Jeep,Liberty,Benzene,automatic,Light grey,2007,150,250
1482,20-10-22,Nissan,Sunny,Benzene,automatic,Silver,2014,180,170
1483,20-10-22,Suzuki,Maruti,Benzene,manual,Silver,2014,70,66
1484,20-10-22,Chery,A15,Benzene,manual,Cyan,2007,46,75
1485,20-10-22,Kia,Spectra,Benzene,automatic,Black,2001,290,125
1486,20-10-22,Byd,F3,Benzene,manual,White,2011,450,110
1487,20-10-22,Fiat,Shahin,Benzene,manual,Dark red,1997,124.8,57
1488,20-10-22,Daewoo,Nubira 2,Benzene,manual,Dark red,2006,144,120
1489,20-10-22,Kia,Shuma,Benzene,automatic,Red,2000,200,115
1490,20-10-22,Suzuki,Pickup,Benzene,manual,Red,2013,100,65
1491,20-10-22,Chevrolet,Optra,Benzene,automatic,Gray,2019,192,250
1492,20-10-22,Hyundai,Matrix,Benzene,automatic,Silver,2003,160,170
1493,20-10-22,Fiat,Panda,Benzene,manual,Red,2017,43,195
1494,20-10-22,Renault,Megane,Benzene,automatic,Gray,2006,132,133
1495,20-10-22,Hyundai,Excel,Benzene,manual,Dark red,1996,0,43
1496,20-10-22,Toyota,Yaris,Benzene,automatic,Blue,2008,122,235
1497,20-10-22,Speranza,A620 || A620,Benzene,automatic,Beige,2007,190,107
1498,20-10-22,Hyundai,Tucson Turbo GDI  || Tucson Turbo,Benzene,automatic,Silver,2021,17,810
1499,20-10-22,Citroën,C Elysee,Benzene,automatic,Gray,2021,26,460
1500,20-10-22,Chevrolet,Aveo,Benzene,manual,Red,2010,130,170
1501,20-10-22,Chana,V101,Benzene,manual,Blue,2009,132,60
1502,20-10-22,Chevrolet,Optra,Benzene,automatic,Black,2008,192,160
1503,20-10-22,Renault,Logan,Benzene,automatic,Black,2015,250,175
1504,08-10-22,Jeep,Wrangler,Benzene,automatic,Light grey,2018,87,960
1505,20-10-22,Hyundai,Verna,Benzene,manual,Gray,2019,200,250
1506,20-10-22,Ford,Focus,Benzene,manual,Red,2003,0,100
1507,20-10-22,Daewoo,Lanos 2,Benzene,manual,Cyan,2006,158,125
1508,20-10-22,Chery,Arrizo 5,Benzene,manual,Silver,2022,0.04,275
1509,20-10-22,Skoda,Octavia A7,Benzene,automatic,Mocha,2015,110,500
1510,20-10-22,Nissan,Sunny,Benzene,automatic,Silver,2020,21.8,320
1511,20-10-22,Hyundai,Verna,natural gas,manual,White,2010,500,80
1512,20-10-22,Renault,Logan,Benzene,automatic,Gray,2013,116,154
1513,20-10-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Silver,2015,90,385
1514,20-10-22,Hyundai,Ix20,Benzene,automatic,Gray,2012,103,260
1515,20-10-22,Toyota,Rush,Benzene,automatic,Silver,2020,11,650
1516,20-10-22,Opel,Corsa,Benzene,automatic,Dark blue,2022,16,520
1517,20-10-22,Hyundai,Elantra CN7,Benzene,automatic,White,2021,28,635
1518,20-10-22,Lada,Granta,Benzene,manual,Light grey,2019,86.5,155
1519,20-10-22,Speranza,A516,Benzene,manual,Gray,2007,90,100
1520,20-10-22,Opel,Vectra,Benzene,manual,Silver,2007,150,153
1521,20-10-22,Mercedes,C 180,Benzene,automatic,Black,2004,130,385
1522,20-10-22,Hyundai,Verna,Benzene,manual,Light grey,2010,144,130
1523,20-10-22,Chevrolet,T-Series,Benzene,manual,Green,2000,200,125
1524,20-10-22,Lada,1200,Benzene,manual,Red,1994,0,35
1525,20-10-22,BMW,X3,Benzene,automatic,Gray,2014,100,820
1526,20-10-22,Nissan,Tiida,Benzene,automatic,Silver,2013,175,200
1527,20-10-22,Hyundai,Verna,Benzene,manual,Light grey,2018,185,195
1528,20-10-22,Fiat,Tipo,Benzene,automatic,Gray,2022,15,450
1529,20-10-22,Skoda,Fantasia,Benzene,automatic,Gold,2012,220,350
1530,20-10-22,Lada,Granta,Benzene,manual,White,2017,135.5,120
1531,20-10-22,Chevrolet,Optra,Benzene,automatic,Petroleum,2007,74,185
1532,20-10-22,Daihatsu,Terios,Benzene,automatic,Black,2008,1390,230
1533,20-10-22,Volkswagen,Passat,Benzene,manual,Black,2006,200,270
1534,20-10-22,Toyota,Corolla,Benzene,automatic,Silver,2010,115,315
1535,20-10-22,Kia,Sportage,Benzene,automatic,Gold,2020,13,835
1536,20-10-22,Toyota,Yaris,Benzene,automatic,Gray,2009,120,245
1537,20-10-22,Hyundai,Solaris,Benzene,automatic,Gray,2016,150,310
1538,20-10-22,Toyota,Yaris,Benzene,automatic,Petroleum,2008,120,230
1539,20-10-22,Fiat,128,Benzene,manual,Blue,1990,300,29
1540,20-10-22,Brilliance,V5,Benzene,automatic,White,2017,178,230
1541,20-10-22,Skoda,Octavia A4,Benzene,manual,Silver,2000,20,133
1542,20-10-22,BMW,116,Benzene,manual,Gray,2005,290,175
1543,20-10-22,Skoda,Octavia A8,Benzene,automatic,White,2022,7.9,850
1544,20-10-22,Renault,Symbol,Benzene,automatic,Gray,2010,96,140
1545,20-10-22,BMW,318,Benzene,automatic,Silver,2003,75,200
1546,05-10-22,Kia,Cerato,Benzene,automatic,Black,2014,166,380
1547,20-10-22,Kia,Cerato,Benzene,automatic,White,2018,56,460
1548,20-10-22,Renault,Megane,diesel,automatic,White,2021,22,660
1549,20-10-22,Mercedes,200,Benzene,manual,Blue,1973,0,60
1550,20-10-22,BMW,316,Benzene,automatic,Black,2010,200,325
1551,20-10-22,Peugeot,3008,Benzene,automatic,Dark red,2019,120,650
1552,20-10-22,Daewoo,Lanos,Benzene,manual,Gold,2008,190,135
1553,20-10-22,Kia,Sportage,Benzene,automatic,Dark blue,2022,15.5,875
1554,20-10-22,Renault,Duster,Benzene,automatic,Light grey,2022,15,520
1555,20-10-22,Jeep,Grand Cherokee,Benzene,automatic,Black,2009,170,340
1556,20-10-22,Mercedes,B 160,Benzene,automatic,Cyan,2011,200,240
1557,20-10-22,Nissan,Sunny,Benzene,automatic,Gold,2010,134,187
1558,20-10-22,Opel,Insignia,Benzene,automatic,Eggplant,2014,148,430
1559,20-10-22,Toyota,Corolla,Benzene,manual,Silver,1998,350,105
1560,20-10-22,Chevrolet,Aveo,Benzene,manual,Black,2015,230,160
1561,20-10-22,Hyundai,Tucson,Benzene,automatic,Gray,2017,75,700
1562,20-10-22,Fiat,128,Benzene,manual,Blue,1988,0,19
1563,20-10-22,Toyota,Corolla,Benzene,automatic,Silver,2021,51,600
1564,20-10-22,Hyundai,Excel,Benzene,manual,Green,1998,0,43
1565,20-10-22,Nissan,Sunny,Benzene,automatic,Gold,2022,20,350
1566,20-10-22,Toyota,Fortuner,Benzene,automatic,Mocha,2022,50,1800
1567,20-10-22,Hyundai,Elantra CN7,Benzene,automatic,Blue,2021,25,625
1568,20-10-22,Kia,Cerato,Benzene,automatic,Eggplant,2010,170,330
1569,20-10-22,Kia,Sportage,Benzene,automatic,White,2018,87,700
1570,20-10-22,Opel,Vectra,Benzene,automatic,Gray,2008,320,150
1571,20-10-22,Daewoo,Juliet,Benzene,manual,Gold,2004,123,115
1572,20-10-22,Chevrolet,Lanos,Benzene,manual,Cyan,2013,113,135
1573,20-10-22,BMW,520,Benzene,automatic,Silver,2015,209,780
1574,20-10-22,Mazda,3 || Mazda 3,Benzene,automatic,Red,2019,71,550
1575,20-10-22,Kia,Sephia,Benzene,manual,Purple,1999,35,67
1576,20-10-22,Nissan,Sunny,Benzene,automatic,Black,2018,92,258
1577,20-10-22,Nissan,Sunny,Benzene,automatic,Silver,2022,69,280
1578,20-10-22,Hyundai,I30,Benzene,automatic,Black,2012,150,320
1579,20-10-22,Fiat,128,Benzene,manual,White,1987,0,18
1580,20-10-22,Hyundai,I10,Benzene,automatic,Red,2022,0.015,445
1581,20-10-22,Opel,Insignia,Benzene,automatic,Dark green,2017,162,550
1582,20-10-22,Chevrolet,Lanos,Benzene,manual,White,2010,200,110
1583,20-10-22,Hawtai,A25,Benzene,automatic,Silver,2017,50,280
1584,20-10-22,Toyota,Hiace,diesel,manual,White,2013,400,520
1585,20-10-22,Daewoo,Lanos 2,Benzene,manual,Silver,2006,0,135
1586,20-10-22,Volkswagen,Caddy,Benzene,manual,White,2009,100,125
1587,20-10-22,MG,ZS,Benzene,automatic,White,2022,5,520
1588,20-10-22,Chevrolet,Optra,Benzene,automatic,Black,2021,51,305
1589,20-10-22,Hyundai,Excel,Benzene,automatic,Silver,1992,0,73
1590,20-10-22,Hyundai,Creta,Benzene,automatic,White,2018,86,485
1591,20-10-22,MG,5,Benzene,automatic,Silver,2021,36,420
1592,20-10-22,Seat,Ibiza,Benzene,manual,Dark blue,1994,0,30
1593,20-10-22,Skoda,Octavia A8,Benzene,automatic,Dark blue,2021,40,900
1594,20-10-22,Chevrolet,Optra,Benzene,manual,Dark red,2008,140,135
1595,20-10-22,Chevrolet,N300,Benzene,manual,Dark red,2020,110,195
1596,20-10-22,Toyota,Corolla,Benzene,automatic,Petroleum,2022,6,665
1597,20-10-22,Kia,Sportage,Benzene,automatic,Black,2013,239,750
1598,20-10-22,DFSK,Glory 330,Benzene,manual,Red,2022,15,380
1599,20-10-22,Kia,Cerato,Benzene,automatic,Silver,2016,86,430
1600,20-10-22,Ford,Fiesta,Benzene,automatic,Silver,2012,42,260
1601,20-10-22,Hyundai,Elantra CN7,Benzene,automatic,Dark red,2021,60,600
1602,20-10-22,Peugeot,301,Benzene,manual,Silver,2015,185,185
1603,20-10-22,Skoda,Superb,Benzene,automatic,White,2021,30,1100
1604,20-10-22,Chery,Tiggo 3,Benzene,automatic,Silver,2020,21,360
1605,20-10-22,Peugeot,305,Benzene,manual,Gold,1979,0,13.5
1606,20-10-22,Renault,Megane,Benzene,automatic,Red,2022,18,535
1607,20-10-22,Honda,City,Benzene,automatic,Cyan,2006,410,150
1608,20-10-22,Peugeot,405,Benzene,manual,Gray,2007,137,75
1609,20-10-22,Hyundai,Accent RB,Benzene,automatic,Blue,2016,110,295
1610,20-10-22,Toyota,Corolla,Benzene,automatic,Silver,2021,40,670
1611,20-10-22,Peugeot,3008,Benzene,automatic,Blue,2021,100,950
1612,20-10-22,Daewoo,Lanos,Benzene,manual,White,2005,28,105
1613,20-10-22,Fiat,Tipo,Benzene,manual,Black,2020,50,310
1614,20-10-22,Nissan,Sunny,Benzene,automatic,Dark red,2013,126,160
1615,20-10-22,Chevrolet,T-Series,Benzene,manual,Red,2022,10,370
1616,20-10-22,Chevrolet,T-Series,Benzene,manual,White,2009,160,160
1617,20-10-22,Subaru,XV,Benzene,automatic,Gray,2021,29,850
1618,20-10-22,Suzuki,Van,Benzene,manual,White,1982,136.787,28
1619,20-10-22,Nissan,Sunny,Benzene,manual,Gray,2012,200,185
1620,20-10-22,BMW,750,Benzene,automatic,Black,2006,95,650
1621,20-10-22,Hyundai,Getz,Benzene,automatic,Black,2008,130,185
1622,20-10-22,Nissan,Qashqai,Benzene,automatic,White,2022,9,900
1623,20-10-22,Seat,Ibiza,Benzene,automatic,Gray,2020,68,500
1624,20-10-22,Daewoo,Lanos 2,Benzene,manual,Dark red,2003,99,100
1625,20-10-22,MG,5,Benzene,automatic,Black,2022,7.6,465
1626,20-10-22,Hyundai,Elantra MD,Benzene,automatic,Silver,2014,116,325
1627,20-10-22,Volkswagen,Polo,Benzene,manual,Gray,1998,0,58
1628,20-10-22,Renault,Logan,Benzene,manual,Silver,2016,45,175
1629,13-10-22,Renault,Megane,Benzene,automatic,Black,2020,53,535
1630,20-10-22,Peugeot,3008,Benzene,automatic,Red,2019,120,650
1631,20-10-22,Hyundai,Tucson,Benzene,automatic,Black,2021,41,900
1632,20-10-22,Hyundai,Elantra HD,Benzene,automatic,Light grey,2018,80,355
1633,20-10-22,Daihatsu,Gran max,Benzene,manual,White,2014,160,176
1634,20-10-22,BMW,320,Benzene,automatic,Black,2009,132.5,310
1635,20-10-22,Hyundai,Accent RB,Benzene,automatic,Silver,2021,70,350
1636,20-10-22,Suzuki,Van,Benzene,manual,White,2022,0.2,160
1637,20-10-22,Toyota,Corolla,Benzene,automatic,Silver,2015,95,480
1638,20-10-22,Toyota,Corolla,Benzene,automatic,Green,1994,360,105
1639,20-10-22,Volkswagen,Jetta,Benzene,automatic,Black,2009,132,275
1640,20-10-22,Hyundai,Verna,Benzene,manual,Light grey,2009,320,120
1641,20-10-22,BMW,318,Benzene,automatic,Silver,2011,98,650
1642,20-10-22,Mercedes,E 200 AMG,Benzene,automatic,Light grey,2022,0.01,2650
1643,20-10-22,Renault,Kadjar,Benzene,automatic,Dark blue,2019,75,580
1644,20-10-22,Nissan,Sunny,Benzene,automatic,Dark red,2005,156,168
1645,20-10-22,Ford,Mondeo,Benzene,manual,Light grey,2009,200,175
1646,20-10-22,Byd,F3,Benzene,manual,Cyan,2012,174,120
1647,20-10-22,Nissan,Sunny,Benzene,automatic,Black,2016,100,210
1648,20-10-22,Nissan,Sunny,Benzene,automatic,Mocha,2014,130,200
1649,20-10-22,Jaguar,F-Pace,Benzene,automatic,Dark blue,2021,7,2785
1650,20-10-22,Hyundai,Elantra MD,Benzene,automatic,Silver,2014,130,430
1651,19-10-22,Skoda,Octavia A4,Benzene,automatic,Cyan,2007,0,205
1652,20-10-22,Mitsubishi,Xpander,Benzene,automatic,Gray,2022,32,600
1653,20-10-22,Toyota,Corolla,Benzene,automatic,Silver,2016,170,370
1654,20-10-22,Hyundai,Elantra MD,Benzene,automatic,Black,2015,110,320
1655,20-10-22,Peugeot,405,Benzene,manual,Green,1998,0,70
1656,20-10-22,Hyundai,Elantra HD,Benzene,automatic,Red,2020,70,345
1657,20-10-22,Renault,Duster,Benzene,automatic,Mocha,2018,21,270
1658,20-10-22,Hyundai,Elantra MD,Benzene,automatic,Black,2015,98.7,420
1659,20-10-22,Hyundai,Avante,Benzene,automatic,Silver,2005,160,225
1660,20-10-22,Kia,Grand Cerato,Benzene,automatic,White,2022,0.3,700
1661,20-10-22,Hyundai,Elantra CN7,Benzene,automatic,Blue,2022,8,640
1662,20-10-22,Kia,Sportage,Benzene,automatic,Silver,2014,105,475
1663,20-10-22,Hyundai,Verna,Benzene,manual,Silver,2010,200,136
1664,20-10-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Gray,2014,170,315
1665,20-10-22,Mercedes,CLA 200,Benzene,automatic,Black,2014,159,665
1666,20-10-22,Kia,Sportage,Benzene,automatic,Red,2019,75,800
1667,19-10-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Light grey,2018,15,465
1668,20-10-22,Kia,Sorento,Benzene,automatic,Black,2008,25,270
1669,20-10-22,Chery,Tiggo 3,Benzene,automatic,Dark red,2017,65,270
1670,20-10-22,Kia,Rio,Benzene,automatic,Silver,2014,110,340
1671,20-10-22,Jeep,Cherokee,Benzene,automatic,Dark blue,1999,269.951,135
1672,20-10-22,Fiat,Tipo,Benzene,automatic,Dark red,2020,65,400
1673,20-10-22,Daewoo,Nubira 2,Benzene,automatic,Black,2005,180,96
1674,20-10-22,Mercedes,E 280,Benzene,automatic,Silver,2006,200,480
1675,20-10-22,Volkswagen,Golf,Benzene,manual,Green,1999,150,130
1676,20-10-22,Mitsubishi,Lancer EX Shark,Benzene,automatic,Red,2015,65,225
1677,20-10-22,Volkswagen,Passat,Benzene,automatic,Gold,2015,225,400
1678,20-10-22,Alfa Romeo,Mito,Benzene,automatic,Red,2017,38,450
1679,20-10-22,Hyundai,Elantra CN7,Benzene,automatic,White,2021,25,690
1680,20-10-22,Geely,Emgrand 7,Benzene,manual,Bronze,2015,240,120
1681,20-10-22,Hyundai,Tucson,Benzene,automatic,Red,2021,18,1000
1682,20-10-22,Nissan,Sunny,Benzene,automatic,Light grey,2019,95,310
1683,20-10-22,Suzuki,Alto,Benzene,manual,Silver,2007,1240,80
1684,20-10-22,Citroën,C4 Grand Picasso,Benzene,automatic,Mocha,2018,124,550
1685,20-10-22,Kia,Cerato,Benzene,automatic,Gray,2012,80,295
1686,20-10-22,Daewoo,Nubira 2,Benzene,manual,Silver,2005,155,95
1687,20-10-22,Fiat,Tipo,Benzene,manual,Gray,2021,60,295
1688,20-10-22,Honda,City,Benzene,automatic,Black,2014,276,290
1689,20-10-22,Hyundai,Accent HCI,Benzene,automatic,Red,2022,7.1,430
1690,20-10-22,Opel,Vectra,Benzene,automatic,Blue,2008,195,235
1691,20-10-22,Nissan,Qashqai,Benzene,automatic,Light grey,2017,195,450
1692,20-10-22,Nissan,Sunny,Benzene,automatic,Silver,2014,101,243
1693,20-10-22,Geely,Emgrand 7,Benzene,manual,White,2014,162,94
1694,20-10-22,Nissan,Qashqai,Benzene,automatic,Silver,2017,170,500
1695,20-10-22,Speranza,A516,Benzene,manual,Silver,2006,100,97
1696,20-10-22,Geely,Emgrand X7,Benzene,automatic,Brown,2020,4.461,425
1697,20-10-22,Mercedes,E 200,Benzene,automatic,White,2013,85,560
1698,20-10-22,Kia,Cerato,Benzene,automatic,White,2016,132,405
1699,20-10-22,Hyundai,Elantra HD,Benzene,automatic,Light grey,2019,90,320
1700,20-10-22,MG,Rx5,Benzene,automatic,Black,2022,21,660
1701,20-10-22,Daewoo,Lacetti,Benzene,automatic,Black,2005,285.765,195
1702,20-10-22,Nissan,Sunny,Benzene,manual,Dark red,2010,150,165
